;submission_id;user_id;location_name;submission_timestamp;questions_134999_where_are_you_eating_at_the_moment;questions_135005_who_are_you_with;questions_134999_where_are_you_eating_at_the_moment;questions_135000_which_of_the_following_best_describes_where_you_got_your_food_from_today;questions_135004_what_else_if_anything_are_you_doing_while_eating_your_food_for_example_are_you_also_watching_tv_checking_social_media_cooking_etc_coded;questions_135022_who_prepared_the_food;level2dish_coded;questions_135019_what_are_the_main_reasons_that_you_chose_this_food_right_now_if_you_are_having_more_than_one_item_please_write_about_the_main_item_you_are_having_please_be_as_detailed_as_you_can_coded;questions_135020_what_other_food_if_any_did_you_consider_having_instead_coded;questions_223649_149206_210007_finally_which_best_describes_the_food_you_are_having_today
100;270;7758580896;South Africa;24/08/2019 01:38;At my home;"[""Alone""]";At my home;;"[""Watching TV""]";I ordered take out from a restaurant / cafe;"[""Meat noodles""]";"[""It's refreshing"", ""I like the taste"", ""Convenient""]";"[""Fish / seafood""]";Breakfast
101;273;2970935;South Africa;05/02/2019 07:08;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV""]";It was premade / ready to eat;"[""Soft cheese/ cheese spread""]";"[""I like the taste"", ""It's my habit / routine""]";"[""Nothing""]";Breakfast
102;274;5772672576;South Africa;22/05/2019 16:07;At my home;"[""My spouse/partner""]";At my home;Kiosk / Stall;"[""Watching TV""]";It was premade / ready to eat;"[""Berries / cherries / grapes""]";"[""I wanted something sweet""]";"[""Fruit""]";Snack
103;277;6730054190;South Africa;24/08/2019 05:41;At my home;"[""Alone""]";At my home;;"[""Browsing the internet""]";I prepared it myself from scratch;"[""Beef""]";"[""I like the taste""]";"[""Fish / seafood""]";Lunch
104;279;1038115064;South Africa;01/05/2019 11:23;At my home;"[""My spouse/partner"", ""My children""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Relaxing / laying down""]";It was premade / ready to eat;"[""Potato crisps""]";"[""I was hungry""]";"[""Nothing""]";Snack
105;280;3369891422;South Africa;30/01/2019 17:35;At my home;"[""Alone""]";At my home;I had it at home / brought it from home;"[""Browsing the internet"", ""Hobbies (e.g. knitting, crocheting, painting, writing)""]";I prepared it myself from scratch;"[""Rice with vegetables"", ""Plain rice""]";"[""Leftovers / to eat it up before it spoils""]";"[""Nothing""]";Lunch
106;281;5517188365;South Africa;09/05/2019 16:04;At my home;"[""Alone""]";At my home;;"[""Nothing""]";I prepared it myself from scratch;"[""Sweet spread""]";"[""I like the taste""]";"[""Nothing""]";Dinner
107;282;1893260824;South Africa;31/01/2019 14:01;At my home;"[""Alone""]";At my home;I had it at home / brought it from home;"[""Watching TV""]";I prepared it myself from scratch;"[""Egg-based dish"", ""Plain rice""]";"[""Convenient""]";"[""Nothing""]";Lunch
108;283;1211489205;South Africa;05/02/2019 08:57;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket/ Grocery Store ;"[""Spending time with family""]";I prepared it myself using a meal starter;"[""Soft cheese/ cheese spread"", ""Crackers/ wafers"", ""Soft cheese/ cheese spread""]";"[""Convenient""]";"[""Coffee""]";Breakfast
109;287;3604868671;South Africa;02/05/2019 15:15;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Other""]";It was premade / ready to eat;"[""Chocolate bar""]";"[""It was all I had"", ""I wanted something sweet""]";"[""Nothing""]";Treat
110;291;1886836;South Africa;27/05/2019 15:00;At my home;"[""My spouse/partner""]";At my home;;"[""Nothing""]";I made it myself with some ready made ingredients;"[""Seafood"", ""Potato crisps"", ""Green salad "", ""Peas and beans""]";"[""Quick"", ""Easy to prepare""]";"[""Nothing""]";Lunch
111;293;3314080176;South Africa;04/02/2019 18:00;At my home;"[""Alone""]";At my home;Kiosk / Stall;"[""Browsing social media""]";;"[""Crisps""]";"[""I wanted a snack""]";"[""Savoury snacks""]";Snack
112;297;3396200440;South Africa;07/02/2019 16:08;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV""]";It was premade / ready to eat;"[""Chocolate sweets/ snacks""]";"[""I had a craving"", ""Energy boost""]";"[""Nothing""]";Treat
113;300;3261137302;South Africa;27/03/2019 13:35;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket/ Grocery Store ;"[""Listening to radio""]";I prepared it myself from scratch;"[""Toast"", ""Chutney""]";"[""It's what I wanted""]";"[""Breads""]";Lunch
114;307;6307827670;South Africa;09/06/2019 07:45;At my home;"[""Other family members""]";At my home;;"[""Watching TV""]";I prepared it myself from scratch;"[""Tofu""]";"[""Preferred choice unavailable""]";"[""Meat""]";Lunch
115;310;6182883000;South Africa;30/05/2019 09:03;At my home;"[""Other family members""]";At my home;;"[""Watching TV"", ""Browsing social media""]";I prepared it myself from scratch;"[""Plain yoghurt (sweet)"", ""Cured meats"", ""Sweet crepes/ pancakes""]";"[""Quick""]";"[""Coffee"", ""Carbonated soft drink""]";Dinner
116;314;1310943472;South Africa;24/01/2019 17:42;At my home;"[""Alone""]";At my home;I had it at home / brought it from home;"[""Watching TV"", ""Browsing social media""]";It was premade / ready to eat;"[""Savoury biscuits""]";"[""I was hungry""]";"[""Nothing""]";Snack
117;315;1056569895;South Africa;01/06/2019 11:21;At my home;"[""My spouse/partner""]";At my home;;"[""Watching TV""]";Someone else prepared it;"[""Plain rice"", ""Chicken"", ""Chicken""]";"[""I was hungry""]";"[""Nothing""]";Dinner
118;316;8426828885;South Africa;25/08/2019 04:00;Other;"[""Alone""]";Other;Other;"[""Watching TV""]";It was premade / ready to eat;"[""Noodles""]";"[""Preferred choice unavailable""]";"[""Other dishes""]";Breakfast
119;317;1430728290;South Africa;01/02/2019 08:24;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Browsing social media""]";Someone else prepared it;"[""Bread/ roll/ baguette"", ""Vegetable curry"", ""Savoury snacks""]";"[""I was hungry""]";"[""Breads""]";Lunch
120;319;2775914890;South Africa;15/02/2019 11:53;At my home;"[""My spouse/partner""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV""]";It was premade / ready to eat;"[""Cake"", ""Chocolate sweets/ snacks""]";"[""Other""]";"[""Hot tea""]";Snack
121;322;502891118;South Africa;02/02/2019 15:29;At my home;"[""My spouse/partner""]";At my home;I had it at home / brought it from home;"[""Watching TV""]";Someone else prepared it;"[""Plain rice"", ""Green salad "", ""Chicken""]";"[""It's my habit / routine""]";"[""Nothing""]";Lunch
122;328;7103285075;South Africa;28/07/2019 14:11;At my home;"[""My spouse/partner""]";At my home;;"[""Playing games"", ""Watching TV""]";I prepared it together with friends / family;"[""Seafood"", ""Noodles""]";"[""I like the taste""]";"[""Nothing""]";Dinner
123;331;2851590455;South Africa;29/04/2019 10:38;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV""]";It was premade / ready to eat;"[""Biscuits""]";"[""I wanted to treat myself""]";"[""Nothing""]";Lunch
124;332;6791361840;South Africa;19/07/2019 01:53;At my home;"[""Alone""]";At my home;;"[""Browsing social media""]";I prepared it myself from scratch;"[""Plain rice"", ""White fish"", ""Meat alternative"", ""Chicken""]";"[""Easy to prepare""]";"[""Nothing""]";Breakfast
125;334;1515438925;South Africa;01/05/2019 17:00;At my home;"[""Alone""]";At my home;Deli / Sandwich Store / Bakery;"[""Nothing""]";It was premade / ready to eat;"[""Croissants/ sweet pastry""]";"[""Other""]";"[""Nothing""]";Snack
126;339;6475765942;South Africa;25/08/2019 11:23;At my home;"[""My spouse/partner""]";At my home;Food Truck / Street Market ;"[""Watching TV""]";It was premade / ready to eat;"[""Other meat"", ""Pork"", ""Plain rice""]";"[""I like the taste""]";"[""Nothing""]";Dinner
127;340;6917406614;South Africa;04/07/2019 14:04;At school / work;"[""Colleagues""]";At school / work;Supermarket / Hypermarket / Grocery Store ;"[""Browsing social media""]";It was premade / ready to eat;"[""Biscuits""]";"[""I was hungry""]";"[""Fruit""]";Snack
128;341;767094774;South Africa;01/02/2019 12:27;At my home;"[""Alone""]";At my home;I had it at home / brought it from home;"[""Nothing""]";Someone else prepared it;"[""Bread/ roll/ baguette"", ""Fried potatoes/ sweet potatoes""]";"[""It's my habit / routine""]";"[""Other dishes""]";Breakfast
129;343;6544912311;South Africa;02/07/2019 17:38;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV""]";It was premade / ready to eat;"[""Biscuits with filling""]";"[""I was hungry"", ""Convenient""]";"[""Biscuits / cookies""]";Treat
130;346;25493189316;South Africa;15/02/2019 08:21;On the go / outdoors;"[""Friends""]";On the go / outdoors;I had it at home / brought it from home;"[""Listening to music""]";Someone else prepared it;"[""Plain rice""]";"[""It's a healthy choice""]";"[""Nothing""]";Lunch
131;348;6660139122;South Africa;27/06/2019 05:31;At my home;"[""Alone""]";At my home;;"[""Watching TV""]";Someone else prepared it;"[""Savoury pastry""]";"[""Energy boost"", ""It's a healthy choice""]";"[""Nothing""]";Breakfast
132;349;615796608;South Africa;10/06/2019 17:24;At my home;"[""Alone""]";At my home;;"[""Watching TV""]";Someone else prepared it;"[""Sweet breads / buns""]";"[""It's my favourite""]";"[""Meat""]";Lunch
133;350;3447481622;South Africa;11/04/2019 17:27;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV""]";It was premade / ready to eat;"[""Apples and pears""]";"[""It's a healthy choice""]";"[""Pizza""]";Snack
134;353;1460183645;South Africa;16/07/2019 17:37;At someone else's home;"[""Other family members""]";At someone else's home;Supermarket / Hypermarket / Grocery Store ;"[""Nothing""]";It was premade / ready to eat;"[""Biscuits""]";"[""It was all I had""]";"[""Nothing""]";Treat
135;356;375319980;South Africa;09/01/2019 20:27;On the go / outdoors;"[""My children"", ""Other family members""]";On the go / outdoors;Cafe / restaurant;"[""Nothing""]";;"[""Beans"", ""Noodles"", ""Chicken""]";"[""Convenient"", ""It's my favourite""]";"[""Nothing""]";Lunch
136;357;6209864035;South Africa;23/08/2019 14:05;At my home;"[""My spouse/partner"", ""My children"", ""Other family members""]";At my home;Convenience Store / Small local supermarket;"[""Watching TV""]";It was premade / ready to eat;"[""Bread/ roll/ baguette""]";"[""Convenient"", ""I like the taste""]";"[""Nothing""]";Snack
137;359;4824157250;South Africa;22/05/2019 16:03;At my home;"[""My children""]";At my home;;"[""Browsing social media""]";I prepared it myself from scratch;"[""Sweet pies/ tarts""]";"[""I like the taste""]";"[""Water""]";Treat
138;365;561921312;South Africa;24/01/2019 22:50;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Shopping""]";It was premade / ready to eat;"[""Chicken"", ""Stone fruit"", ""Bread/ roll/ baguette""]";"[""I wanted to treat myself"", ""I wanted a snack""]";"[""Nothing""]";Treat
139;367;2959679448;South Africa;29/04/2019 10:04;At my home;"[""Alone""]";At my home;;"[""Watching TV""]";I prepared it myself from scratch;"[""Porridge/ oatmeal""]";"[""Personal dietary requirement""]";"[""Curry / stew / soup""]";Snack
140;369;5094551262;South Africa;23/05/2019 17:57;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Browsing social media""]";It was premade / ready to eat;"[""Biscuits""]";"[""It's my favourite""]";"[""Coffee""]";Snack
141;370;2778456075;South Africa;22/02/2019 08:28;At my home;"[""Alone""]";At my home;I had it at home / brought it from home;"[""Talking to someone""]";I prepared it myself from scratch;"[""Cereal""]";"[""Easy to prepare"", ""It's a healthy choice""]";"[""Breads""]";Breakfast
142;371;1460183645;South Africa;23/08/2019 05:59;At school / work;"[""Alone""]";At school / work;;"[""Nothing""]";Someone else prepared it;"[""Sandwich/ bagel""]";"[""It's a healthy choice""]";"[""Nothing""]";Breakfast
143;372;6138527813;South Africa;18/07/2019 07:14;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV""]";It was premade / ready to eat;"[""Biscuits""]";"[""I was hungry""]";"[""Pizza""]";Snack
144;373;1057899384;South Africa;21/05/2019 14:42;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Working / studying""]";It was premade / ready to eat;"[""Biscuits""]";"[""It's my favourite""]";"[""Confectionery""]";Snack
145;375;6100648100;South Africa;22/05/2019 21:54;At my home;"[""Alone""]";At my home;Ice cream / frozen yogurt store;"[""Watching TV""]";It was premade / ready to eat;"[""Citrus fruit""]";"[""It's a healthy choice""]";"[""Nothing""]";Treat
146;378;6179686845;South Africa;25/06/2019 15:19;At my home;"[""Alone""]";At my home;Convenience Store / Small local supermarket;"[""Watching TV""]";It was premade / ready to eat;"[""Meaty snacks ""]";"[""It's a healthy choice""]";"[""Rice / pasta / grains / pulses""]";Snack
147;380;3080965784;South Africa;10/02/2019 19:30;At my home;"[""Other family members""]";At my home;I had it at home / brought it from home;"[""Watching TV""]";I prepared it myself from scratch;"[""Soft cheese/ cheese spread"", ""Sandwich/ bagel""]";"[""It's light / not filling""]";"[""Nothing""]";Treat
148;383;3074175780;South Africa;03/05/2019 15:36;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV""]";It was premade / ready to eat;"[""Biscuits""]";"[""I like the taste""]";"[""Nothing""]";Treat
149;384;3175654468;South Africa;18/05/2019 05:45;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV""]";It was premade / ready to eat;"[""Biscuits""]";"[""It's my habit / routine""]";"[""Breads""]";Breakfast
150;390;5197781694;South Africa;06/06/2019 10:10;At my home;"[""Alone""]";At my home;;"[""Watching TV""]";I prepared it myself from scratch;"[""Vegetable curry"", ""Chicken""]";"[""I like the taste""]";"[""Meat""]";Dinner
151;391;2679153318;South Africa;30/01/2019 18:40;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV""]";I prepared it myself from scratch;"[""Other grains""]";"[""It was all I had""]";"[""Nothing""]";Dinner
152;393;3142619040;South Africa;31/01/2019 19:17;At my home;"[""Alone""]";At my home;I had it at home / brought it from home;"[""Watching TV""]";It was premade / ready to eat;"[""Biscuits""]";"[""It's what I wanted""]";"[""Nothing""]";Treat
153;397;5237033200;South Africa;11/06/2019 05:19;At school / work;"[""Colleagues""]";At school / work;;"[""Browsing social media""]";Leftovers;"[""Sweet breads / buns""]";"[""I wanted a snack""]";"[""Nothing""]";Other
154;398;4991753304;South Africa;28/05/2019 20:11;At my home;"[""Other family members""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Spending time with family""]";It was premade / ready to eat;"[""Plain yoghurt (sweet)""]";"[""I like the taste""]";"[""Nothing""]";Snack
155;399;5637241157;South Africa;29/05/2019 07:22;At my home;"[""My spouse/partner""]";At my home;;"[""Browsing social media""]";I prepared it myself from scratch;"[""Cereal""]";"[""Personal dietary requirement""]";"[""Sweet pastry / baked goods"", ""Hot tea"", ""Other dishes""]";Breakfast
156;400;3711748152;South Africa;01/05/2019 04:00;At my home;"[""Alone""]";At my home;;"[""Watching TV""]";I prepared it myself from scratch;"[""Crackers/ wafers""]";"[""I like the taste""]";"[""Juice / juice drinks"", ""Sweet pastry / baked goods""]";Snack
157;401;1601878159;South Africa;04/02/2019 16:14;At my home;"[""Other family members""]";At my home;I had it at home / brought it from home;"[""Watching TV""]";Someone else prepared it;"[""Chilled soup""]";"[""It's light / not filling""]";"[""Nothing""]";Dinner
158;403;2493968;South Africa;27/03/2019 22:06;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV""]";It was premade / ready to eat;"[""Crackers/ wafers""]";"[""It's my habit / routine"", ""I like the taste""]";"[""Nothing""]";Snack
159;404;1396440480;South Africa;22/07/2019 12:23;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV""]";It was premade / ready to eat;"[""Savoury biscuits""]";"[""Convenient""]";"[""Rice / pasta / grains / pulses""]";Snack
160;408;4085907336;South Africa;29/04/2019 15:53;At my home;"[""Other family members""]";At my home;;"[""Watching TV""]";I prepared it together with friends / family;"[""Bread/ roll/ baguette"", ""Other grains"", ""Vegetable curry""]";"[""It's a healthy choice""]";"[""Rice / pasta / grains / pulses""]";Dinner
161;409;722008368;South Africa;21/02/2019 00:47;At my home;"[""Alone"", ""My spouse/partner"", ""My children""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Playing games""]";It was premade / ready to eat;"[""Crackers/ wafers""]";"[""It's my favourite""]";"[""Nothing""]";Snack
162;411;5848700154;South Africa;12/06/2019 18:01;At my home;"[""Alone""]";At my home;;"[""Nothing""]";Leftovers;"[""Plain yoghurt (sweet)""]";"[""I was hungry""]";"[""Nothing""]";Treat
163;418;1104431296;South Africa;24/01/2019 18:07;At my home;"[""Alone""]";At my home;I had it at home / brought it from home;"[""Browsing social media""]";Someone else prepared it;"[""Bread/ roll/ baguette"", ""Other vegetable dish""]";"[""I was hungry""]";"[""Nothing""]";Dinner
164;421;3263882499;South Africa;05/02/2019 00:39;At my home;"[""Alone""]";At my home;Deli / Sandwich Store / Bakery;"[""Nothing""]";;"[""Bread with savoury spread""]";"[""Cheap""]";"[""Nothing""]";Snack
